City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
305,villa luvianos,18.9167,-100.4,28.91,17,100,2.13,MX,1742168444
306,porbandar,21.6422,69.6093,22.6,54,0,4.84,IN,1742168446
307,callaway,30.153,-85.5699,19.55,74,0,5.36,US,1742168447
308,tomatlan,19.9333,-105.25,25.72,61,2,2.99,MX,1742168448
309,ar ruways,24.1103,52.7306,21.57,67,100,1.64,AE,1742168450
310,kokshetau,53.2775,69.3883,1.66,88,84,8.01,KZ,1742168451
311,monforte de lemos,42.5216,-7.5142,2.51,83,38,0.83,ES,1742168452
312,alo,6.5486,4.2686,27.88,83,43,4.58,NG,1742168453
313,ulsteinvik,62.3432,5.8487,2.07,90,70,4.24,NO,1742168455
314,toyooka,35.5333,134.8333,4.19,93,100,7.11,JP,1742168456
315,muisne,0.6,-80.0333,26.52,81,91,1.96,EC,1742168457
316,san patricio,28.017,-97.5169,25.97,23,0,0.48,US,1742168458
317,tsiombe,-25.3,45.4833,21.24,81,75,6.31,MG,1742168430
318,kolosovka,56.4678,73.611,0.72,99,100,5.12,RU,1742168460
319,olinda,-8.0089,-34.8553,28.85,79,40,3.09,BR,1742168461
320,riohacha,11.5444,-72.9072,28.06,73,0,5.66,CO,1742168463
321,leua,48.2156,18.6071,3.74,80,68,2.03,SK,1742168464
322,punta arenas,-53.15,-70.9167,13.06,71,75,1.03,CL,1742168420
323,roxas,11.5853,122.7511,26.54,84,99,5.81,PH,1742168466
324,lewiston orchards,46.3804,-116.9754,9.17,52,100,9.26,US,1742168467
325,kourou,5.1552,-52.6478,25.87,84,100,3.83,GF,1742168468
326,queenstown,-31.8976,26.8753,14.48,91,27,1.12,ZA,1742168417
327,nemuro,43.3236,145.575,-1.9,96,100,17.82,JP,1742168471
328,rio gallegos,-51.6226,-69.2181,15.03,63,20,8.75,AR,1742168202
329,san ignacio,17.1561,-89.0714,33.08,55,20,6.17,BZ,1742168473
330,ghat,24.9647,10.1728,25.97,32,34,1.95,LY,1742168474
331,vila velha,-20.3297,-40.2925,26.97,83,75,2.57,BR,1742168427
332,alindao,5.0267,21.2088,23.94,76,92,2.64,CF,1742168477
333,anadyr,64.75,177.4833,-26.67,75,0,4.0,RU,1742168478
334,val-d'or,48.1002,-77.7828,7.05,100,100,5.66,CA,1742168480
335,bansang,13.4333,-14.65,28.18,41,17,4.93,GM,1742168482
336,zavodskoy,43.4597,132.2922,-5.23,63,83,4.0,RU,1742168483
337,veinticinco de mayo,-35.4323,-60.1727,18.88,88,71,0.89,AR,1742168484
338,ashburton,-37.8626,145.0794,17.01,63,38,1.79,AU,1742168485
339,ancud,-41.8697,-73.8203,12.81,91,99,2.6,CL,1742168486
340,balkashino,52.5167,68.7667,-0.91,94,97,5.09,KZ,1742168487
341,crane,31.3974,-102.3501,20.14,11,0,2.28,US,1742168459
342,mount gambier,-37.8333,140.7667,16.19,46,71,3.54,AU,1742168490
343,ha'il,27.5219,41.6907,12.01,76,0,0.0,SA,1742168491
344,dzhalagash,45.0833,64.6667,10.29,46,56,3.02,KZ,1742168492
345,kimbe,-5.5502,150.1429,30.24,66,89,1.24,PG,1742168493
346,lhasa,29.65,91.1,0.74,32,17,2.13,CN,1742168495
347,busayra,30.7376,35.6078,18.25,28,0,3.17,JO,1742168496
348,ludwin,51.3461,22.9058,2.86,75,75,3.09,PL,1742168497
349,katabu,-4.9333,122.5167,25.93,92,100,2.52,ID,1742168498
350,minas de marcona,-15.2119,-75.1103,17.41,78,62,7.2,PE,1742168499
351,madingou,-4.1536,13.55,23.79,95,100,1.35,CG,1742168500
352,tofol,5.3248,163.0078,25.88,94,100,6.69,FM,1742168420
353,moires,35.0532,24.8744,19.56,47,100,1.42,GR,1742168503
354,bei'an,46.4398,126.2373,-6.7,59,85,3.3,CN,1742168504
355,lazaro cardenas,17.9583,-102.2,26.21,57,53,3.01,MX,1742168505
356,turaif,31.6725,38.6637,15.14,36,0,2.06,SA,1742168506
357,cabo san lucas,22.8909,-109.9124,27.17,27,20,4.12,MX,1742168255
358,aykhal,66.0,111.5,-6.02,93,82,3.87,RU,1742168508
359,faaa,-17.55,-149.6,29.98,70,75,2.06,PF,1742168510
360,verkhniye kigi,55.4083,58.6044,1.56,100,100,1.78,RU,1742168512
